ID_marked,original_source_citation,specific_or_general,data_derivation_method
N-897,"Yang, D. et al. Urban buildings material intensity in China from 1949 to 2015. Resour. Conserv. Recycl. 159, 104824 (2020).",Specific,Construction bill of materials
N-898,"Yang, D. et al. Urban buildings material intensity in China from 1949 to 2015. Resour. Conserv. Recycl. 159, 104824 (2020).",Specific,Construction bill of materials
N-899,"Yang, D. et al. Urban buildings material intensity in China from 1949 to 2015. Resour. Conserv. Recycl. 159, 104824 (2020).",Specific,Construction bill of materials
N-900,"Yang, D. et al. Urban buildings material intensity in China from 1949 to 2015. Resour. Conserv. Recycl. 159, 104824 (2020).",Specific,Construction bill of materials
N-901,"Yang, D. et al. Urban buildings material intensity in China from 1949 to 2015. Resour. Conserv. Recycl. 159, 104824 (2020).",Specific,Construction bill of materials
N-902,"Yang, D. et al. Urban buildings material intensity in China from 1949 to 2015. Resour. Conserv. Recycl. 159, 104824 (2020).",Specific,Construction bill of materials
N-903,"Yang, D. et al. Urban buildings material intensity in China from 1949 to 2015. Resour. Conserv. Recycl. 159, 104824 (2020).",Specific,Construction bill of materials
N-904,Beijing Municipal Commission of Housing and Urban-Rural Development,Specific,Construction bill of materials
N-905,Beijing Municipal Commission of Housing and Urban-Rural Development,Specific,Construction bill of materials
N-906,Beijing Municipal Commission of Housing and Urban-Rural Development,Specific,Construction bill of materials
N-907,Beijing Municipal Commission of Housing and Urban-Rural Development,Specific,Construction bill of materials
N-908,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-909,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-910,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-911,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-912,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-913,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-914,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-915,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-916,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-917,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-918,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-919,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-920,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-921,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-922,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-923,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-924,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-925,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-926,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-927,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-928,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-929,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-930,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-931,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-932,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-933,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-934,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-935,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-936,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-937,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-938,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-939,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-940,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-941,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-942,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-943,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-944,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-945,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-946,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-947,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-948,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-949,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-950,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-951,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-952,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-953,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-954,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-955,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-956,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-957,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-958,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-959,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-960,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-961,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-962,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-963,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-964,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-965,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-966,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-967,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-968,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-969,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-970,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-971,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-972,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-973,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-974,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-975,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-976,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-977,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-978,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-979,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-980,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-981,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-982,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-983,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-984,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-985,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-986,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-987,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
N-988,Wang Du.Housing construction valuation handbook. Beijing: China Building Industry Press; 1996.,Specific,Construction bill of materials
